Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
19780407,106,FALSE,Rx,0,8,5E,8F,64,0,0,0,FD,10
19780658,0000011E,FALSE,Rx,0,8,96,0F,0,0,0,0,0,0
19780908,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
19781836,000000A7,FALSE,Rx,0,8,D6,4E,A0,80,FB,0D,78,3E
19782070,779,FALSE,Rx,0,8,10,18,62,2B,F0,0,0,2B
19782304,000000A8,FALSE,Rx,0,8,2B,7E,7E,E8,81,64,C0,0E
19782657,0000011B,FALSE,Rx,0,8,0,20,0,0,0,0,0,0
19782907,120,FALSE,Rx,0,8,F5,0F,0,0,1,4,FF,1
19783141,0000070F,FALSE,Rx,0,8,30,20,0,AA,AA,AA,AA,AA
19783375,121,FALSE,Rx,0,8,DF,0F,0,0,3A,59,7E,FE
19784253,391,FALSE,Rx,0,8,0D,70,21,30,0,25,0,62
19784487,381,FALSE,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,EF
19784737,000003BE,FALSE,Rx,0,8,37,10,E6,1,C8,80,0,80
19784987,382,FALSE,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,EF
19785221,117,FALSE,Rx,0,8,D9,0F,0,40,68,0,0,FF
19785455,86,FALSE,Rx,0,8,D4,0,1,0,0,0,0,0
19785706,0000009F,FALSE,Rx,0,8,C1,30,0,0,0,8,80,40
19788438,000000AD,FALSE,Rx,0,8,41,E4,BF,FF,0,14,0,0
19790061,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
19790312,000000FD,FALSE,Rx,0,8,71,DF,1F,80,0,0,0,0
19790546,104,FALSE,Rx,0,8,4D,3F,A6,0,E6,0,0,31
19790780,108,FALSE,Rx,0,8,74,15,34,D0,63,8C,0,0
19791013,116,FALSE,Rx,0,8,DC,0F,1,4,0,40,0,FF
19791246,779,FALSE,Rx,0,8,21,F1,C1,5E,2B,F3,0,E9
19791497,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
19791748,392,FALSE,Rx,0,8,59,2C,FE,FE,FE,0,0,4
19791982,000000A7,FALSE,Rx,0,8,8,4F,A0,80,FB,0D,78,3E
19792267,17F00013,TRUE,Rx,0,8,20,13,0,0,0,0,0,0
19792500,000000A8,FALSE,Rx,0,8,12,7F,7E,E8,81,64,BC,0E
19795429,0000011D,FALSE,Rx,0,8,B9,1,0,C8,0,0,0,0
19795680,86,FALSE,Rx,0,8,B0,1,1,0,0,0,0,0
19795931,0000009F,FALSE,Rx,0,8,A5,31,0,0,0,8,80,40
19796096,000003C0,FALSE,Rx,0,4,74,0,3,0,0,0,0,0
19797505,584,FALSE,Rx,0,6,C0,8,0,0,0,0,0,0
19797823,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
19798074,000005F0,FALSE,Rx,0,8,56,0,44,0,0,57,0,0
19799956,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
19800206,101,FALSE,Rx,0,8,F7,0,7E,0F,82,6,40,0
19800456,106,FALSE,Rx,0,8,1C,80,64,0,0,0,FD,10
19800707,0000011E,FALSE,Rx,0,8,D4,0,0,0,0,0,0,0
19800958,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
19801141,0000030D,FALSE,Rx,0,4,4,0,0,0,0,0,0,0
19801322,0000064A,FALSE,Rx,0,4,0,0,0,0,0,0,0,0
19801946,000002B7,FALSE,Rx,0,8,82,0D,0,0,0,0,0,FE
19802180,779,FALSE,Rx,0,8,22,2B,E6,5,83,2B,E7,0C
19803024,000000A7,FALSE,Rx,0,8,63,50,A0,80,FB,0D,78,3E
19803258,000000A8,FALSE,Rx,0,8,7A,70,7E,E8,81,64,BC,0E
19804237,120,FALSE,Rx,0,8,3F,0,0,0,1,4,FF,1
19804488,0000048E,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
19804722,117,FALSE,Rx,0,8,9B,0,0,40,68,0,0,FF
19804973,497,FALSE,Rx,0,8,0,0,0,0,46,44,0,20
19805207,121,FALSE,Rx,0,8,11,0,0,0,3A,59,7E,FE
19805440,0000009F,FALSE,Rx,0,8,BC,32,0,0,0,9,80,40
19805690,86,FALSE,Rx,0,8,1C,2,1,0,0,0,0,0
19809999,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
19810250,000000FD,FALSE,Rx,0,8,0B,D0,1F,80,0,0,0,0
19810501,104,FALSE,Rx,0,8,0F,30,A6,0,E6,0,0,31
19810717,779,FALSE,Rx,0,8,23,2B,E9,12,0,AA,AA,AA
19810967,116,FALSE,Rx,0,8,9E,0,1,4,0,40,0,FF
19811218,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
19811469,0000018C,FALSE,Rx,0,8,0,20,59,0,0,0,0,0
19811720,0000031B,FALSE,Rx,0,8,52,9,0,0,0,0,0,0
19811953,000000A7,FALSE,Rx,0,8,D8,51,A0,80,FB,0D,88,3E
19812187,000005BE,FALSE,Rx,0,8,0,B0,BF,7F,0,0,7C,78
19812438,000000A8,FALSE,Rx,0,8,9C,81,7E,E8,81,64,BC,0E
19813553,40,FALSE,Rx,0,8,31,0E,0,44,C1,0,0,0
19813787,0000070F,FALSE,Rx,0,8,10,0D,22,2B,F0,2B,F1,2B
19815428,0000032A,FALSE,Rx,0,8,7C,0B,0,0,48,2,0,0
19815678,86,FALSE,Rx,0,8,78,3,1,0,0,0,0,0
19815912,0000009F,FALSE,Rx,0,8,6D,33,0,0,0,8,80,40
19816163,108,FALSE,Rx,0,8,D8,16,34,D0,63,8C,0,0
19816397,0000011D,FALSE,Rx,0,8,15,2,0,C8,0,0,0,0
19817840,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
19818175,0000030B,FALSE,Rx,0,8,10,2D,2,0,0C,0,0,24
19818511,365,FALSE,Rx,0,8,C0,6,11,0,89,2,A8,7A
19818863,395,FALSE,Rx,0,8,14,0F,40,0,96,67,7A,1C
19819979,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
19820212,101,FALSE,Rx,0,8,67,1,7E,0F,82,8,40,0
19820462,106,FALSE,Rx,0,8,78,81,64,0,0,0,FD,10
19820713,0000011E,FALSE,Rx,0,8,B0,1,0,0,0,0,0,0
19820964,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
19821520,3.00E+05,FALSE,Rx,0,8,B7,19,0,0,0,0,0,0
19822059,779,FALSE,Rx,0,8,30,0F,0A,AA,AA,AA,AA,AA
19822292,000000A7,FALSE,Rx,0,8,9F,52,A0,80,FB,0D,78,3E
19822543,000000A8,FALSE,Rx,0,8,72,72,5E,A8,81,64,B8,0E
19822862,120,FALSE,Rx,0,8,CA,1,0,0,1,4,FF,1
19823282,121,FALSE,Rx,0,8,7D,1,0,0,3A,59,7E,FE
19823905,0000070F,FALSE,Rx,0,8,21,F3,2B,E6,2B,E7,2B,E9
19824444,117,FALSE,Rx,0,8,FF,1,0,40,68,0,0,FF
19825441,0000009F,FALSE,Rx,0,8,7E,34,0,0,0,8,80,40
19825692,86,FALSE,Rx,0,8,6B,4,1,0,0,0,0,0
19829966,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
19830216,000000FD,FALSE,Rx,0,8,1,D1,1F,80,0,0,0,0
19830467,104,FALSE,Rx,0,8,6B,31,A6,0,E6,0,0,31
19830701,116,FALSE,Rx,0,8,FA,1,1,4,0,40,0,FF
19830951,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
19832236,000000A7,FALSE,Rx,0,8,BC,43,A0,80,FB,0D,78,3E
19832504,000000A8,FALSE,Rx,0,8,D5,73,5E,A8,81,64,B4,0E
19832957,641,FALSE,Rx,0,8,2,15,2B,53,14,14,D7,24
19834005,1B000012,TRUE,Rx,0,8,12,0,4,1,11,0,0,0
19835459,0000011D,FALSE,Rx,0,8,71,3,0,C8,0,0,0,0
19835710,86,FALSE,Rx,0,8,0F,5,1,0,0,0,0,0
19835944,0000009F,FALSE,Rx,0,8,AF,35,0,0,0,9,80,40
19836279,000003C8,FALSE,Rx,0,8,0,0,54,24,0,60,1,51
19837807,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
19838448,000000AD,FALSE,Rx,0,8,A6,E9,BF,FF,0,14,0,0
19839953,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
19840204,101,FALSE,Rx,0,8,3B,2,7E,0F,82,0B,40,0
19840454,106,FALSE,Rx,0,8,D4,82,64,0,0,0,FD,10
19840705,108,FALSE,Rx,0,8,BC,17,34,D0,63,8C,0,0
19840939,0000011E,FALSE,Rx,0,8,1C,2,0,0,0,0,0,0
19841190,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
19841881,000000A7,FALSE,Rx,0,8,24,54,A0,80,FB,0D,78,3E
19842131,779,FALSE,Rx,0,8,10,18,62,2B,F0,0,0,2B
19842348,000000A8,FALSE,Rx,0,8,41,74,5E,A8,81,64,B0,0E
19842667,120,FALSE,Rx,0,8,32,2,0,0,1,4,FF,1
19842935,121,FALSE,Rx,0,8,CF,2,0,40,3A,59,7E,FE
19843761,0000070F,FALSE,Rx,0,8,30,20,0,AA,AA,AA,AA,AA
19844452,117,FALSE,Rx,0,8,53,2,0,40,68,0,0,FF
19845432,0000009F,FALSE,Rx,0,8,3,36,0,0,0,9,80,40
19845683,86,FALSE,Rx,0,8,A3,6,1,0,0,0,0,0
19848452,000003DB,FALSE,Rx,0,8,50,80,0,0,5,10,1,78
19849990,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
19850241,000000FD,FALSE,Rx,0,8,CE,D2,1F,80,0,0,0,0
19850492,104,FALSE,Rx,0,8,C7,32,A6,0,E6,0,0,31
19850726,779,FALSE,Rx,0,8,21,F1,C1,5E,2B,F3,0,E9
19850960,116,FALSE,Rx,0,8,56,2,1,4,0,40,0,FF
19851210,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
19851375,0000030D,FALSE,Rx,0,4,4,0,0,0,0,0,0,0
19851880,000000A7,FALSE,Rx,0,8,5F,55,A0,80,FB,0D,78,3E
19852148,000000A8,FALSE,Rx,0,8,83,75,5E,A8,81,64,AC,0E
19852399,000002B7,FALSE,Rx,0,8,6,0E,0,0,0,0,0,FE
19855446,0000011D,FALSE,Rx,0,8,62,4,0,C8,0,0,0,0
19855679,86,FALSE,Rx,0,8,C7,7,1,0,0,0,0,0
19855930,0000009F,FALSE,Rx,0,8,67,37,0,0,0,9,80,40
19857781,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
19858456,000003EC,FALSE,Rx,0,8,E1,0,0,0,0,0,1,0
19859519,380,FALSE,Rx,0,8,79,0E,40,0,0,0,0,FF
19859939,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
19860190,101,FALSE,Rx,0,8,60,3,7E,0F,82,0E,40,0
19860458,106,FALSE,Rx,0,8,B0,83,64,0,0,0,FD,10
19860709,0000011E,FALSE,Rx,0,8,78,3,0,0,0,0,0,0
19860959,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
19861210,0000031B,FALSE,Rx,0,8,8,0A,0,0,0,0,0,0
19862003,779,FALSE,Rx,0,8,22,2B,E6,6,2,2B,E7,0C
19862237,000000A7,FALSE,Rx,0,8,CC,56,A0,80,FB,0D,78,3E
19862488,000000A8,FALSE,Rx,0,8,8B,76,5E,A8,81,64,A8,0E
19863111,120,FALSE,Rx,0,8,E0,3,0,0,1,4,FF,1
19863378,121,FALSE,Rx,0,8,3D,3,0,40,3A,59,7E,FE
19863630,40,FALSE,Rx,0,8,55,0F,0,44,C1,0,0,0
19864423,381,FALSE,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF
19864674,117,FALSE,Rx,0,8,37,3,0,40,68,0,0,FF
19864924,382,FALSE,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF
19865378,0000032A,FALSE,Rx,0,8,6F,0C,0,0,48,2,0,0
19865629,86,FALSE,Rx,0,8,85,8,1,0,0,0,0,0
19865863,0000009F,FALSE,Rx,0,8,25,38,0,0,0,9,80,40
19866097,108,FALSE,Rx,0,8,FE,18,34,D0,63,8C,0,0
19866347,396,FALSE,Rx,0,8,F3,6,0,12,0,0,0,0
19868248,0000030B,FALSE,Rx,0,8,10,2E,2,0,0C,0,0,24
19868499,365,FALSE,Rx,0,8,C0,6,11,0,89,2,A8,7A
19870004,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
19870255,000000FD,FALSE,Rx,0,8,BB,D3,1F,80,0,0,0,0
19870488,104,FALSE,Rx,0,8,A3,33,A6,0,E6,0,0,31
19870739,116,FALSE,Rx,0,8,32,3,1,4,0,40,0,FF
19870973,779,FALSE,Rx,0,8,23,2B,E9,11,0,AA,AA,AA
19871223,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
19872000,000000A7,FALSE,Rx,0,8,77,57,A0,80,FC,0D,78,3E
19872233,000000A8,FALSE,Rx,0,8,9E,77,5E,A8,81,64,A8,0E
19873026,0000070F,FALSE,Rx,0,8,10,0D,22,2B,F0,2B,F1,2B
19875294,1B000010,TRUE,Rx,0,8,10,0,44,5,89,0,0,0
19875528,86,FALSE,Rx,0,8,E1,9,1,0,0,0,0,0
19875762,0000009F,FALSE,Rx,0,8,F4,39,0,0,0,8,80,40
19876012,0000011D,FALSE,Rx,0,8,6,5,0,C8,0,0,0,0
19878116,118,FALSE,Rx,0,4,0,8,0,12,0,0,0,0
19878366,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
19879939,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
19880173,101,FALSE,Rx,0,8,73,4,7E,0F,82,0E,40,0
19880458,106,FALSE,Rx,0,8,A3,84,64,0,0,0,FD,10
19880708,0000011E,FALSE,Rx,0,8,6B,4,0,0,0,0,0,0
19880959,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
19882159,000000A7,FALSE,Rx,0,8,3A,58,A0,80,FC,0D,78,3E
19882393,000000A8,FALSE,Rx,0,8,F4,78,5E,A8,81,64,A4,0E
19882626,779,FALSE,Rx,0,8,30,0F,0A,AA,AA,AA,AA,AA
19882944,0000011B,FALSE,Rx,0,8,0,20,0,0,0,0,0,0
19883382,120,FALSE,Rx,0,8,B6,4,0,0,1,4,FF,1
19883836,121,FALSE,Rx,0,8,80,4,0,40,3A,59,7E,FE
19884460,117,FALSE,Rx,0,8,24,4,0,40,68,0,0,FF
19884693,0000070F,FALSE,Rx,0,8,21,F3,2B,E6,2B,E7,2B,E9
19884927,391,FALSE,Rx,0,8,0D,70,21,30,0,25,0,62
19885296,000003BE,FALSE,Rx,0,8,43,11,E6,1,C8,80,0,80
19885530,86,FALSE,Rx,0,8,4D,0A,1,0,0,0,0,0
19885781,0000009F,FALSE,Rx,0,8,ED,3A,0,0,0,9,80,40
19888445,000000AD,FALSE,Rx,0,8,84,EE,BF,FF,0,14,0,0
19890034,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
19890285,000000FD,FALSE,Rx,0,8,2D,D4,1F,80,0,0,0,0
19890536,104,FALSE,Rx,0,8,B0,34,A6,0,E6,0,0,31
19890770,108,FALSE,Rx,0,8,9A,19,34,D0,63,8C,0,0
19891003,116,FALSE,Rx,0,8,21,4,1,4,0,40,0,FF
19891253,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
19891504,392,FALSE,Rx,0,8,3D,2D,FE,FE,FE,0,0,4
19892213,000000A7,FALSE,Rx,0,8,EA,59,A0,80,FC,0D,78,3E
19892464,000000A8,FALSE,Rx,0,8,86,79,5E,A8,81,64,A4,0E
19895426,0000011D,FALSE,Rx,0,8,AA,6,0,C8,0,0,0,0
19895677,86,FALSE,Rx,0,8,29,0B,1,0,0,0,0,0
19895911,0000009F,FALSE,Rx,0,8,89,3B,0,0,0,9,80,40
19896094,000003C0,FALSE,Rx,0,4,C1,1,3,0,0,0,0,0
19898181,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
19899977,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
19900210,101,FALSE,Rx,0,8,E7,5,7E,0F,82,0D,40,0
19900461,106,FALSE,Rx,0,8,C7,85,64,0,0,0,FD,10
19900712,0000011E,FALSE,Rx,0,8,0F,5,0,0,0,0,0,0
19900963,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
19901196,000001AB,FALSE,Rx,0,8,89,1,0,2,0,0,4,0
19901378,0000030D,FALSE,Rx,0,4,4,0,0,0,0,0,0,0
19902035,000002B7,FALSE,Rx,0,8,AF,0F,0,0,0,0,0,FE
19902269,000000A7,FALSE,Rx,0,8,EC,5A,A0,80,FC,0D,78,3E
19902503,779,FALSE,Rx,0,8,10,18,62,2B,F0,0,0,2B
19902737,000000A8,FALSE,Rx,0,8,42,7A,7E,A8,81,64,A4,0E
19903021,120,FALSE,Rx,0,8,B4,5,0,0,1,4,FF,1
19903272,121,FALSE,Rx,0,8,B7,5,0,40,3A,59,7E,FE
19903506,0000070F,FALSE,Rx,0,8,30,20,0,AA,AA,AA,AA,AA
19904435,0000048E,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
19904668,117,FALSE,Rx,0,8,40,5,0,40,68,0,0,FF
19904918,497,FALSE,Rx,0,8,0,0,0,0,46,44,0,20
19905440,0000009F,FALSE,Rx,0,8,2F,3C,0,0,0,8,80,40
19905674,86,FALSE,Rx,0,8,3A,0C,1,0,0,0,0,0
19908152,000006B4,FALSE,Rx,0,8,0,AA,AA,AA,AA,57,41,55
19910047,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
19910297,000000FD,FALSE,Rx,0,8,B7,D5,1F,80,0,0,0,0
19910531,104,FALSE,Rx,0,8,D4,35,A6,0,E6,0,0,31
19910782,116,FALSE,Rx,0,8,45,5,1,4,0,40,0,FF
19911033,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
19911266,779,FALSE,Rx,0,8,21,F1,C1,5E,2B,F3,0,E9
19911516,0000018C,FALSE,Rx,0,8,0,20,59,0,0,0,0,0
19911750,000001A2,FALSE,Rx,0,8,8C,6,10,0,E1,6,60,0E
19912001,0000031B,FALSE,Rx,0,8,C7,0B,0,0,0,0,0,0
19912235,000000A7,FALSE,Rx,0,8,82,5B,A0,80,FC,0D,78,3E
19912520,1B000013,TRUE,Rx,0,8,13,0,4,1,1,0,0,0
19912753,000000A8,FALSE,Rx,0,8,8F,7B,7E,A8,81,64,A4,0E
19913564,40,FALSE,Rx,0,8,17,0,0,44,C1,0,0,0
19914594,41,FALSE,Rx,0,8,E6,4,0,0,0,0,0,0
19915422,0000032A,FALSE,Rx,0,8,0B,0D,0,0,48,2,0,0
19915672,86,FALSE,Rx,0,8,5E,0D,1,0,0,0,0,0
19915905,0000009F,FALSE,Rx,0,8,4B,3D,0,0,0,8,80,40
19916139,108,FALSE,Rx,0,8,36,1A,34,D0,63,8C,0,0
19916390,0000011D,FALSE,Rx,0,8,CE,7,0,C8,0,0,0,0
19916692,520,FALSE,Rx,0,8,F4,6,0,8,0,0A,0,0A
19918152,0000030B,FALSE,Rx,0,8,10,2F,2,0,0C,0,0,24
19918386,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
19918620,365,FALSE,Rx,0,8,C0,6,11,0,89,2,A8,7A
19918888,395,FALSE,Rx,0,8,14,0,40,0,96,67,7A,1C
19920003,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
19920253,101,FALSE,Rx,0,8,31,6,7E,0F,82,0A,40,0
19920503,106,FALSE,Rx,0,8,6B,86,64,0,0,0,FD,10
19920754,0000011E,FALSE,Rx,0,8,A3,6,0,0,0,0,0,0
19921005,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
19921612,3.00E+05,FALSE,Rx,0,8,2F,1A,0,0,0,0,0,0
19922049,000000A7,FALSE,Rx,0,8,3D,5C,A0,80,FC,0D,78,3E
19922282,000000A8,FALSE,Rx,0,8,A9,7C,7E,A8,81,64,A0,0E
19922516,779,FALSE,Rx,0,8,22,2B,E6,4,52,2B,E7,0C
19922682,000006AE,FALSE,Rx,0,4,0,0,0,0,0,0,0,0
19922932,120,FALSE,Rx,0,8,5B,6,0,0,1,4,FF,1
19923200,121,FALSE,Rx,0,8,B0,6,0,40,3A,59,7E,FE
19924450,117,FALSE,Rx,0,8,EC,6,0,40,68,0,0,FF
19925447,0000009F,FALSE,Rx,0,8,E7,3E,0,0,0,8,80,40
19925681,86,FALSE,Rx,0,8,F2,0E,1,0,0,0,0,0
19929972,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
19930222,000000FD,FALSE,Rx,0,8,A5,D6,1F,80,0,0,0,0
19930473,104,FALSE,Rx,0,8,78,36,A6,0,E6,0,0,31
19930707,116,FALSE,Rx,0,8,E9,6,1,4,0,40,0,FF
19930958,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
19931192,779,FALSE,Rx,0,8,23,2B,E9,12,0,AA,AA,AA
19931899,668,FALSE,Rx,0,8,82,6,0,48,0,7,7A,1
19932268,000000A7,FALSE,Rx,0,8,47,5D,A0,80,FC,9,78,3E
19932519,000000A8,FALSE,Rx,0,8,82,7D,7E,A8,81,64,A4,0E
19932753,0000070F,FALSE,Rx,0,8,10,0D,22,2B,F0,2B,F1,2B
19935445,0000011D,FALSE,Rx,0,8,8C,8,0,C8,0,0,0,0
19935695,86,FALSE,Rx,0,8,96,0F,1,0,0,0,0,0
19935929,0000009F,FALSE,Rx,0,8,83,3F,0,0,0,8,80,40
19936180,000003C8,FALSE,Rx,0,8,0,0,54,24,0,60,1,51
19938183,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
19938468,000000AD,FALSE,Rx,0,8,E3,E3,BF,FF,0,14,0,0
19939532,380,FALSE,Rx,0,8,1D,0F,40,0,0,0,0,FF
19939951,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
19940202,101,FALSE,Rx,0,8,E0,7,7E,0F,82,0B,40,0
19940470,106,FALSE,Rx,0,8,0F,87,64,0,0,0,FD,10
19940721,0000011E,FALSE,Rx,0,8,C7,7,0,0,0,0,0,0
19940954,108,FALSE,Rx,0,8,52,1B,34,D0,63,8C,0,0
19941188,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
19942066,000000A7,FALSE,Rx,0,8,CC,5E,A0,80,FC,9,78,3E
19942317,000000A8,FALSE,Rx,0,8,30,7E,7E,A8,81,64,A4,0E
19942551,779,FALSE,Rx,0,8,30,0F,0A,AA,AA,AA,AA,AA
19942987,120,FALSE,Rx,0,8,59,7,0,0,1,4,FF,1
19943526,121,FALSE,Rx,0,8,E3,7,0,40,3A,59,7E,FE
19944404,381,FALSE,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,0F
19944638,117,FALSE,Rx,0,8,88,7,0,40,68,0,0,FF
19944889,382,FALSE,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,0F
19945122,0000070F,FALSE,Rx,0,8,21,F3,2B,E6,2B,E7,2B,E9
19945441,0000009F,FALSE,Rx,0,8,C1,30,0,0,0,8,80,40
19945675,86,FALSE,Rx,0,8,D4,0,1,0,0,0,0,0
19948444,000003DB,FALSE,Rx,0,8,50,80,0,0,5,10,1,78
19950000,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
19950250,000000FD,FALSE,Rx,0,8,9F,D7,1F,80,0,0,0,0
19950500,104,FALSE,Rx,0,8,1C,37,A6,0,E6,0,0,31
19950734,116,FALSE,Rx,0,8,8D,7,1,4,0,40,0,FF
19950985,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
19951168,0000030D,FALSE,Rx,0,4,4,0,0,0,0,0,0,0
19952163,000002B7,FALSE,Rx,0,8,8D,0,0,0,0,0,0,FE
19952414,000000A7,FALSE,Rx,0,8,36,4F,60,80,FD,9,78,3E
19952682,000000A8,FALSE,Rx,0,8,BF,7F,7E,A8,81,64,A4,0E
19955441,0000011D,FALSE,Rx,0,8,E8,9,0,C8,0,0,0,0
19955675,86,FALSE,Rx,0,8,B0,1,1,0,0,0,0,0
19955925,0000009F,FALSE,Rx,0,8,10,31,0,0,0,9,80,40
19958131,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
19959959,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
19960193,101,FALSE,Rx,0,8,9D,8,7E,0F,82,0E,40,0
19960461,106,FALSE,Rx,0,8,4D,88,64,0,0,0,FD,10
19960711,0000011E,FALSE,Rx,0,8,85,8,0,0,0,0,0,0
19960961,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
19961212,0000031B,FALSE,Rx,0,8,FE,0C,0,0,0,0,0,0
19962361,779,FALSE,Rx,0,8,10,18,62,2B,F0,0,0,2B
19963290,000000A7,FALSE,Rx,0,8,52,40,60,80,FC,9,78,3E
19963609,40,FALSE,Rx,0,8,73,1,0,44,C1,0,0,0
19963842,0000070F,FALSE,Rx,0,8,30,20,0,AA,AA,AA,AA,AA
19964076,000000A8,FALSE,Rx,0,8,A8,70,7E,A8,81,64,9C,0E
19964429,117,FALSE,Rx,0,8,CA,8,0,40,68,0,0,FF
19964747,120,FALSE,Rx,0,8,0,8,0,0,1,4,FF,1
19965201,121,FALSE,Rx,0,8,20,8,0,40,3A,59,7E,FE
19965434,0000032A,FALSE,Rx,0,8,A7,0E,0,0,48,2,0,0
19965685,86,FALSE,Rx,0,8,1C,2,1,0,0,0,0,0
19965919,0000009F,FALSE,Rx,0,8,9,32,0,0,0,8,80,40
19966153,108,FALSE,Rx,0,8,41,1C,34,D0,63,8C,0,0
19966404,396,FALSE,Rx,0,8,97,7,0,12,0,0,0,0
19968169,0000030B,FALSE,Rx,0,8,10,20,2,0,0C,0,0,24
19968488,365,FALSE,Rx,0,8,C0,6,11,0,89,2,A8,7A
19970027,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
19970278,000000FD,FALSE,Rx,0,8,58,D8,1F,80,0,0,0,0
19970511,104,FALSE,Rx,0,8,5E,38,A6,0,E6,0,0,31
19970761,116,FALSE,Rx,0,8,CF,8,1,4,0,40,0,FF
19971012,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
19971246,779,FALSE,Rx,0,8,21,F1,C1,5E,2B,F3,0,E9
19971870,000000A7,FALSE,Rx,0,8,DA,41,60,80,FC,9,78,3E
19972104,000000A8,FALSE,Rx,0,8,D2,71,7E,A8,81,64,9C,0E
19975439,0000011D,FALSE,Rx,0,8,44,0A,0,C8,0,0,0,0
19975673,86,FALSE,Rx,0,8,78,3,1,0,0,0,0,0
19975907,0000009F,FALSE,Rx,0,8,D8,33,0,0,0,9,80,40
19978062,118,FALSE,Rx,0,4,0,9,0,12,0,0,0,0
19978312,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
19979918,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
19980169,101,FALSE,Rx,0,8,F9,9,7E,0F,82,0E,40,0
19980403,106,FALSE,Rx,0,8,29,89,64,0,0,0,FD,10
19980654,0000011E,FALSE,Rx,0,8,E1,9,0,0,0,0,0,0
19980904,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
19981927,000000A7,FALSE,Rx,0,8,AE,42,60,80,FC,9,78,3E
19982161,000000A8,FALSE,Rx,0,8,6,72,7E,A8,81,64,98,0E
19982395,779,FALSE,Rx,0,8,22,2B,E6,5,B5,2B,E7,0C
19982714,0000011B,FALSE,Rx,0,8,0,20,0,0,0,0,0,0
19983778,120,FALSE,Rx,0,8,56,9,0,0,1,4,FF,1
19984028,121,FALSE,Rx,0,8,DF,9,0,40,3A,59,7E,FE
