Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
23916525,520,FALSE,Rx,0,8,1A,0A,0,8,0,0A,0,0A
23918156,0000030B,FALSE,Rx,0,8,10,2F,2,0,0C,0,0,24
23918745,365,FALSE,Rx,0,8,C0,6,11,0,86,2,A8,7A
23919097,395,FALSE,Rx,0,8,14,8,40,0,96,67,7A,1C
23920009,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
23920243,101,FALSE,Rx,0,8,73,0E,7E,10,82,11,40,0
23920494,106,FALSE,Rx,0,8,3A,8E,64,0,0,0,FD,10
23920744,0000011E,FALSE,Rx,0,8,F2,0E,0,0,0,0,0,0
23920994,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
23922686,000000A7,FALSE,Rx,0,8,B2,FC,A0,83,0,3A,28,3E
23922920,000000A8,FALSE,Rx,0,8,DB,2C,FE,BD,83,64,48,22
23923442,120,FALSE,Rx,0,8,20,0E,0,0,1,4,FF,1
23923692,121,FALSE,Rx,0,8,9C,EE,1,80,19,59,7E,FE
23924197,117,FALSE,Rx,0,8,BD,0E,0,40,68,0,0,FF
23925109,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
23925360,86,FALSE,Rx,0,8,F2,0E,1,0,0,0,0,0
23925594,0000009F,FALSE,Rx,0,8,E7,3E,0,0,0,8,80,40
23925844,3.00E+05,FALSE,Rx,0,8,A6,12,0,0,0,0,0,0
23926026,000006AE,FALSE,Rx,0,4,0,0,0,0,0,0,0,0
23929351,779,FALSE,Rx,0,8,10,18,62,2B,F0,0,0,2B
23929975,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
23930226,000000FD,FALSE,Rx,0,8,E6,DE,1F,80,0,0,0,0
23930459,0000070F,FALSE,Rx,0,8,30,20,0,AA,AA,AA,AA,AA
23930692,104,FALSE,Rx,0,8,29,3E,A6,0,E6,0,0,31
23930926,116,FALSE,Rx,0,8,B8,0E,1,4,0,40,0,FF
23931177,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
23931954,000000A7,FALSE,Rx,0,8,42,FD,A0,83,0,3A,28,3E
23932187,000000A8,FALSE,Rx,0,8,64,2D,1E,BE,83,64,58,22
23934048,000003C8,FALSE,Rx,0,8,0,0,54,24,0,60,1,51
23935315,0000011D,FALSE,Rx,0,8,DD,0,0,C8,0,0,0,0
23935566,86,FALSE,Rx,0,8,96,0F,1,0,0,0,0,0
23935800,0000009F,FALSE,Rx,0,8,36,3F,0,0,0,9,80,40
23938023,779,FALSE,Rx,0,8,21,F1,C1,5E,2B,F3,0C,E9
23938748,000000AD,FALSE,Rx,0,8,E3,E3,BF,FF,0,14,0,0
23939609,380,FALSE,Rx,0,8,3B,1,40,0,0,0,0,FF
23939962,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
23940196,101,FALSE,Rx,0,8,65,0F,7E,10,82,0C,40,0
23940500,106,FALSE,Rx,0,8,5E,8F,64,0,0,0,FD,10
23940717,0000011E,FALSE,Rx,0,8,96,0F,0,0,0,0,0,0
23940968,108,FALSE,Rx,0,8,52,1B,34,D0,63,8C,0,0
23941202,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
23942215,000000A7,FALSE,Rx,0,8,C9,FE,A0,83,0,3A,28,3E
23942449,000000A8,FALSE,Rx,0,8,EE,2E,1E,BE,83,64,5C,22
23942936,120,FALSE,Rx,0,8,F5,0F,0,0,1,4,FF,1
23943407,121,FALSE,Rx,0,8,2A,EF,1,80,19,59,7E,FE
23944170,117,FALSE,Rx,0,8,D9,0F,0,40,68,0,0,FF
23944455,381,FALSE,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,2F
23944722,382,FALSE,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,2F
23945108,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
23945359,86,FALSE,Rx,0,8,D4,0,1,0,0,0,0,0
23945593,0000009F,FALSE,Rx,0,8,74,30,0,0,0,9,80,40
23948735,000003DB,FALSE,Rx,0,8,50,80,0,0,5,10,1,78
23949358,779,FALSE,Rx,0,8,22,2B,E6,7,B2,2B,E7,10
23949998,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
23950249,000000FD,FALSE,Rx,0,8,71,DF,1F,80,0,0,0,0
23950500,104,FALSE,Rx,0,8,4D,3F,A6,0,E6,0,0,31
23950734,116,FALSE,Rx,0,8,DC,0F,1,4,0,40,0,FF
23950984,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
23951167,0000030D,FALSE,Rx,0,4,4,0,0,0,0,0,0,0
23951942,000002B7,FALSE,Rx,0,8,8D,0,0,0,0,0,0,FE
23952227,000000A7,FALSE,Rx,0,8,17,FF,A0,83,0,3A,28,3E
23952478,000000A8,FALSE,Rx,0,8,85,2F,3E,BE,83,64,64,22
23955254,0000011D,FALSE,Rx,0,8,B9,1,0,C8,0,0,0,0
23955504,86,FALSE,Rx,0,8,B0,1,1,0,0,0,0,0
23955755,0000009F,FALSE,Rx,0,8,10,31,0,0,0,9,80,40
23957996,779,FALSE,Rx,0,8,23,2B,E9,16,0,AA,AA,AA
23959755,668,FALSE,Rx,0,8,82,6,0,48,0,7,79,1
23960005,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
23960239,0000070F,FALSE,Rx,0,8,10,0D,22,2B,F0,2B,F1,2B
23960473,101,FALSE,Rx,0,8,5D,0,7E,10,82,0B,40,0
23960724,106,FALSE,Rx,0,8,1C,80,64,0,0,0,FD,10
23960975,0000011E,FALSE,Rx,0,8,D4,0,0,0,0,0,0,0
23961225,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
23961475,0000031B,FALSE,Rx,0,8,FE,0C,0,0,0,0,0,0
23962065,000000A7,FALSE,Rx,0,8,D1,F0,A0,83,0,3A,18,3E
23962316,000000A8,FALSE,Rx,0,8,C4,10,3E,BE,83,64,74,22
23962567,40,FALSE,Rx,0,8,73,1,0,44,C1,0,0,0
23963258,120,FALSE,Rx,0,8,3F,0,0,0,1,4,FF,1
23963814,121,FALSE,Rx,0,8,E4,E0,1,80,19,59,7E,FE
23964302,117,FALSE,Rx,0,8,9B,0,0,40,68,0,0,FF
23965112,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
23965346,86,FALSE,Rx,0,8,1C,2,1,0,0,0,0,0
23965597,0000009F,FALSE,Rx,0,8,9,32,0,0,0,8,80,40
23965830,108,FALSE,Rx,0,8,41,1C,34,D0,63,8C,0,0
23966064,0000032A,FALSE,Rx,0,8,A7,0E,0,0,48,2,0,0
23966315,396,FALSE,Rx,0,8,C6,0F,0,12,0,0,0,0
23968165,0000030B,FALSE,Rx,0,8,10,20,2,0,0C,0,0,24
23968721,365,FALSE,Rx,0,8,C0,6,11,0,86,2,A8,7A
23969344,779,FALSE,Rx,0,8,30,0F,0A,AA,AA,AA,AA,AA
23970036,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
23970287,000000FD,FALSE,Rx,0,8,0B,D0,1F,80,0,0,0,0
23970538,104,FALSE,Rx,0,8,0F,30,A6,0,E6,0,0,31
23970788,116,FALSE,Rx,0,8,9E,0,1,4,0,40,0,FF
23971038,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
23971272,0000070F,FALSE,Rx,0,8,21,F3,2B,E6,2B,E7,2B,E9
23971896,000000A7,FALSE,Rx,0,8,59,F1,A0,83,0,3A,18,3E
23972147,000000A8,FALSE,Rx,0,8,F6,11,3E,BE,83,64,78,22
23975313,0000011D,FALSE,Rx,0,8,15,2,0,C8,0,0,0,0
23975563,86,FALSE,Rx,0,8,78,3,1,0,0,0,0,0
23975797,0000009F,FALSE,Rx,0,8,D8,33,0,0,0,9,80,40
23979936,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
23980187,101,FALSE,Rx,0,8,3D,1,7E,10,82,6,40,0
23980420,106,FALSE,Rx,0,8,78,81,64,0,0,0,FD,10
23980670,0000011E,FALSE,Rx,0,8,B0,1,0,0,0,0,0,0
23980921,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
23982223,000000A7,FALSE,Rx,0,8,8F,E2,A0,83,0,3A,18,3E
23982474,000000A8,FALSE,Rx,0,8,59,12,3E,BE,83,64,80,22
23982979,0000011B,FALSE,Rx,0,8,0,20,0,0,0,0,0,0
23983450,120,FALSE,Rx,0,8,CA,1,0,0,1,4,FF,1
23983904,121,FALSE,Rx,0,8,88,E1,1,80,19,59,7E,FE
23984172,117,FALSE,Rx,0,8,FF,1,0,40,68,0,0,FF
23984881,391,FALSE,Rx,0,8,0F,70,2A,36,0,3F,0,62
23985131,000003BE,FALSE,Rx,0,8,D4,1A,E6,1,C8,80,0,80
23985381,86,FALSE,Rx,0,8,6B,4,1,0,0,0,0,0
23985615,0000009F,FALSE,Rx,0,8,CB,34,0,0,0,9,80,40
23985798,118,FALSE,Rx,0,4,0,1,0C,12,0,0,0,0
23986031,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
23988729,000000AD,FALSE,Rx,0,8,A2,E8,BF,FF,0,14,0,0
23989742,779,FALSE,Rx,0,8,10,18,62,2B,F0,0,0,2B
23990061,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
23990312,000000FD,FALSE,Rx,0,8,1,D1,1F,80,0,0,0,0
23990563,104,FALSE,Rx,0,8,6B,31,A6,0,E6,0,0,31
23990796,108,FALSE,Rx,0,8,25,1D,34,D0,63,8C,0,0
23991029,116,FALSE,Rx,0,8,FA,1,1,4,0,40,0,FF
23991263,0000070F,FALSE,Rx,0,8,30,20,0,AA,AA,AA,AA,AA
23991514,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
23991748,392,FALSE,Rx,0,8,C0,26,FE,FE,FE,0,0,4
23992117,000000A7,FALSE,Rx,0,8,0E,E3,A0,83,0,3A,18,3E
23992368,000000A8,FALSE,Rx,0,8,56,13,3E,BE,83,64,90,22
23995314,0000011D,FALSE,Rx,0,8,71,3,0,C8,0,0,0,0
23995548,86,FALSE,Rx,0,8,0F,5,1,0,0,0,0,0
23995798,0000009F,FALSE,Rx,0,8,AF,35,0,0,0,9,80,40
23996184,366,FALSE,Rx,0,8,0,0,0,20,80,3,0,0
23996367,000003C0,FALSE,Rx,0,4,0A,0A,3,0,0,0,0,0
23998132,584,FALSE,Rx,0,6,EB,0D,0,0,0,0,0,0
23998438,779,FALSE,Rx,0,8,21,F1,C1,5E,2B,F3,0C,E9
23998825,16A9540A,TRUE,Rx,0,8,0,0,0,0,0,0,0,0
23999787,000005F0,FALSE,Rx,0,8,56,0,44,0,0,57,0,0
24000020,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
24000271,101,FALSE,Rx,0,8,41,2,7E,0F,82,0C,40,0
24000522,106,FALSE,Rx,0,8,D4,82,64,0,0,0,FD,10
24000773,0000011E,FALSE,Rx,0,8,1C,2,0,0,0,0,0,0
24001023,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
24001189,0000030D,FALSE,Rx,0,4,4,0,0,0,0,0,0,0
24001913,000002B7,FALSE,Rx,0,8,DC,1,0,0,0,0,0,FE
24002164,000000A7,FALSE,Rx,0,8,85,E4,A0,83,0,36,18,3E
24002398,000000A8,FALSE,Rx,0,8,3F,14,5E,7E,83,64,90,22
24003072,120,FALSE,Rx,0,8,32,2,0,0,1,4,FF,1
24003306,121,FALSE,Rx,0,8,15,E2,21,A0,19,59,7E,FE
24004150,117,FALSE,Rx,0,8,53,2,0,40,68,0,0,FF
24004502,0000048E,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
24004753,497,FALSE,Rx,0,8,0,0,0,0,46,44,0,20
24005309,0000009F,FALSE,Rx,0,8,3,36,0,0,0,9,80,40
24005559,86,FALSE,Rx,0,8,A3,6,1,0,0,0,0,0
24005793,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
24009712,779,FALSE,Rx,0,8,22,2B,E6,6,E6,2B,E7,10
24010030,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
24010281,000000FD,FALSE,Rx,0,8,CE,D2,1F,80,0,0,0,0
24010531,104,FALSE,Rx,0,8,C7,32,A6,0,E6,0,0,31
24010765,116,FALSE,Rx,0,8,56,2,1,4,0,40,0,FF
24011016,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
24011267,0000018C,FALSE,Rx,0,8,0,20,59,0,0,0,0,0
24011517,0000031B,FALSE,Rx,0,8,F5,0D,0,0,0,0,0,0
24011869,000000A7,FALSE,Rx,0,8,FE,E5,A0,83,0,36,18,3E
24012120,000000A8,FALSE,Rx,0,8,1D,15,5E,7E,83,64,9C,22
24012388,40,FALSE,Rx,0,8,DF,2,0,44,C1,0,0,0
24015300,0000032A,FALSE,Rx,0,8,C3,0F,0,0,48,2,0,0
24015551,86,FALSE,Rx,0,8,C7,7,1,0,0,0,0,0
24015784,0000009F,FALSE,Rx,0,8,67,37,0,0,0,9,80,40
24016018,108,FALSE,Rx,0,8,89,1E,34,D0,63,8C,0,0
24016269,0000011D,FALSE,Rx,0,8,62,4,0,C8,0,0,0,0
24018170,0000030B,FALSE,Rx,0,8,10,21,2,0,0C,0,0,24
24018387,779,FALSE,Rx,0,8,23,2B,E9,16,0,AA,AA,AA
24018722,395,FALSE,Rx,0,8,14,9,40,0,96,67,7A,1C
24018973,365,FALSE,Rx,0,8,C0,6,12,0,86,2,A8,7A
24019614,380,FALSE,Rx,0,8,97,2,40,0,0,0,0,FF
24020017,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
24020250,0000070F,FALSE,Rx,0,8,10,0D,22,2B,F0,2B,F1,2B
24020484,101,FALSE,Rx,0,8,60,3,7E,0F,82,0E,40,0
24020735,106,FALSE,Rx,0,8,B0,83,64,0,0,0,FD,10
24020986,0000011E,FALSE,Rx,0,8,78,3,0,0,0,0,0,0
24021237,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
24022029,000000A7,FALSE,Rx,0,8,46,E6,60,83,0,36,18,3E
24022280,000000A8,FALSE,Rx,0,8,1A,16,5E,7E,83,64,A8,22
24023242,120,FALSE,Rx,0,8,E0,3,0,0,1,4,FF,1
24023815,121,FALSE,Rx,0,8,F5,E3,1,80,19,59,7E,FE
24024304,117,FALSE,Rx,0,8,37,3,0,40,68,0,0,FF
24024554,381,FALSE,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,3F
24024821,382,FALSE,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,3F
24025309,0000009F,FALSE,Rx,0,8,25,38,0,0,0,9,80,40
24025560,86,FALSE,Rx,0,8,85,8,1,0,0,0,0,0
24025811,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
24026045,3.00E+05,FALSE,Rx,0,8,F2,13,0,0,0,0,0,0
24029742,779,FALSE,Rx,0,8,30,0F,0A,AA,AA,AA,AA,AA
24029993,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
24030244,000000FD,FALSE,Rx,0,8,BB,D3,1F,80,0,0,0,0
24030495,104,FALSE,Rx,0,8,A3,33,A6,0,E6,0,0,31
24030728,116,FALSE,Rx,0,8,32,3,1,4,0,40,0,FF
24030979,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
24031721,0000070F,FALSE,Rx,0,8,21,F3,2B,E6,2B,E7,2B,E9
24032192,000000A7,FALSE,Rx,0,8,CF,E7,60,83,0,36,18,3E
24032443,000000A8,FALSE,Rx,0,8,37,17,5E,7E,83,64,AC,22
24033880,1B000012,TRUE,Rx,0,8,12,0,4,1,11,0,0,0
24035334,0000011D,FALSE,Rx,0,8,6,5,0,C8,0,0,0,0
24035585,86,FALSE,Rx,0,8,E1,9,1,0,0,0,0,0
24035819,0000009F,FALSE,Rx,0,8,41,39,0,0,0,9,80,40
24036053,000003C8,FALSE,Rx,0,8,0,0,54,24,0,60,1,51
24038751,000000AD,FALSE,Rx,0,8,5E,ED,BF,FF,0,14,0,0
24039984,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
24040235,101,FALSE,Rx,0,8,73,4,7E,0F,82,0E,40,0
24040469,106,FALSE,Rx,0,8,A3,84,64,0,0,0,FD,10
24040720,0000011E,FALSE,Rx,0,8,6B,4,0,0,0,0,0,0
24040953,108,FALSE,Rx,0,8,ED,1F,34,D0,63,8C,0,0
24041203,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
24041793,000000A7,FALSE,Rx,0,8,82,E8,60,83,0,36,18,3E
24042044,000000A8,FALSE,Rx,0,8,6E,18,7E,7E,83,64,BC,22
24042566,120,FALSE,Rx,0,8,B6,4,0,0,1,4,FF,1
24042817,121,FALSE,Rx,0,8,75,E4,1,C0,19,59,7E,FE
24044135,117,FALSE,Rx,0,8,24,4,0,40,68,0,0,FF
24045318,0000009F,FALSE,Rx,0,8,ED,3A,0,0,0,9,80,40
24045569,86,FALSE,Rx,0,8,4D,0A,1,0,0,0,0,0
24045888,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
24048724,000003DB,FALSE,Rx,0,8,50,80,0,0,5,10,1,78
24050025,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
24050259,779,FALSE,Rx,0,8,10,18,62,2B,F0,0,0,2B
24050510,000000FD,FALSE,Rx,0,8,2D,D4,1F,80,0,0,0,0
24050744,104,FALSE,Rx,0,8,B0,34,A6,0,E6,0,0,31
24050995,116,FALSE,Rx,0,8,21,4,1,4,0,40,0,FF
24051228,0000070F,FALSE,Rx,0,8,30,20,0,AA,AA,AA,AA,AA
24051479,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
24051713,585,FALSE,Rx,0,8,84,3C,0,7F,14,0,0,0
24051879,0000030D,FALSE,Rx,0,4,4,0,0,0,0,0,0,0
24052111,000000A7,FALSE,Rx,0,8,D8,E9,60,83,0,32,18,3E
24052362,000000A8,FALSE,Rx,0,8,97,19,7E,3E,83,64,C0,22
24052613,000002B7,FALSE,Rx,0,8,4,2,0,0,0,0,0,FE
24055304,0000011D,FALSE,Rx,0,8,AA,6,0,C8,0,0,0,0
24055555,86,FALSE,Rx,0,8,29,0B,1,0,0,0,0,0
24055789,0000009F,FALSE,Rx,0,8,89,3B,0,0,0,9,80,40
24058723,000003EC,FALSE,Rx,0,8,E1,0,0,0,0,0,1,0
24058957,779,FALSE,Rx,0,8,21,F1,C1,5E,2B,F3,0B,E9
24059802,17330A10,TRUE,Rx,0,4,32,98,1,1,0,0,0,0
24060052,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
24060302,101,FALSE,Rx,0,8,9D,5,7E,0F,82,0A,40,0
24060552,106,FALSE,Rx,0,8,C7,85,64,0,0,0,FD,10
24060803,0000011E,FALSE,Rx,0,8,0F,5,0,0,0,0,0,0
24061054,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
24061305,0000031B,FALSE,Rx,0,8,B0,0E,0,0,0,0,0,0
24061894,000000A7,FALSE,Rx,0,8,C7,EA,20,83,0,32,18,3E
24062145,000000A8,FALSE,Rx,0,8,30,1A,9E,3E,83,64,CC,22
24062396,40,FALSE,Rx,0,8,BB,3,0,44,C1,0,0,0
24063308,120,FALSE,Rx,0,8,B4,5,0,0,1,4,FF,1
24063576,121,FALSE,Rx,0,8,42,E5,1,C0,19,59,7E,FE
24064148,117,FALSE,Rx,0,8,40,5,0,40,68,0,0,FF
24065263,0000032A,FALSE,Rx,0,8,81,0,0,0,48,2,0,0
24065497,86,FALSE,Rx,0,8,3A,0C,1,0,0,0,0,0
24065748,0000009F,FALSE,Rx,0,8,9A,3C,0,0,0,9,80,40
24065982,108,FALSE,Rx,0,8,AF,10,34,D0,63,8C,0,0
24066232,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
24066465,396,FALSE,Rx,0,8,84,0,0,12,0,0,0,0
24066767,17F00072,TRUE,Rx,0,8,0,48,0,0,0,0,0,0
24068160,0000030B,FALSE,Rx,0,8,10,22,2,0,0C,0,0,24
24068733,365,FALSE,Rx,0,8,C0,6,12,0,86,2,A8,7A
24070035,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
24070268,779,FALSE,Rx,0,8,22,2B,E6,6,4E,2B,E7,10
24070519,000000FD,FALSE,Rx,0,8,B7,D5,1F,80,0,0,0,0
24070753,104,FALSE,Rx,0,8,D4,35,A6,0,E6,0,0,31
24071004,116,FALSE,Rx,0,8,45,5,1,4,0,40,0,FF
24071254,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
24071962,000000A7,FALSE,Rx,0,8,A9,EB,20,83,0,32,18,3E
24072196,000000A8,FALSE,Rx,0,8,25,1B,9E,3E,83,64,D8,22
24075311,0000011D,FALSE,Rx,0,8,CE,7,0,C8,0,0,0,0
24075545,86,FALSE,Rx,0,8,5E,0D,1,0,0,0,0,0
24075796,0000009F,FALSE,Rx,0,8,FE,3D,0,0,0,9,80,40
24076080,1B000010,TRUE,Rx,0,8,10,0,44,5,89,0,0,0
24078846,779,FALSE,Rx,0,8,23,2B,E9,16,0,AA,AA,AA
24079945,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
24080195,101,FALSE,Rx,0,8,4B,6,7E,0F,82,0D,40,0
24080480,106,FALSE,Rx,0,8,6B,86,64,0,0,0,FD,10
24080713,0000011E,FALSE,Rx,0,8,A3,6,0,0,0,0,0,0
24080964,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
24081198,0000070F,FALSE,Rx,0,8,10,0D,22,2B,F0,2B,F1,2B
24081957,000000A7,FALSE,Rx,0,8,16,EC,20,83,0,32,18,3E
24082208,000000A8,FALSE,Rx,0,8,73,1C,9E,3E,83,64,D4,22
24082763,0000011B,FALSE,Rx,0,8,0,20,0,0,0,0,0,0
24083014,120,FALSE,Rx,0,8,5B,6,0,0,1,4,FF,1
24083400,121,FALSE,Rx,0,8,45,E6,1,C0,19,59,7E,FE
24084194,117,FALSE,Rx,0,8,EC,6,0,40,68,0,0,FF
24084851,391,FALSE,Rx,0,8,0E,70,2A,34,0,3F,0,62
24085118,000003BE,FALSE,Rx,0,8,A2,1B,E6,1,C8,80,0,80
24085369,86,FALSE,Rx,0,8,F2,0E,1,0,0,0,0,0
24085603,0000009F,FALSE,Rx,0,8,52,3E,0,0,0,9,80,40
24085803,118,FALSE,Rx,0,4,0,2,0A,12,0,0,0,0
24086052,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
24086286,640,FALSE,Rx,0,8,A0,5A,56,A4,80,A0,59,1
24086587,0000065F,FALSE,Rx,0,8,2E,20,0,0,0,0,34,84
24086872,670,FALSE,Rx,0,8,19,10,0,0,0,9,0,8C
24088757,000000AD,FALSE,Rx,0,8,62,E2,BF,FF,0,14,0,0
24090092,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
24090325,779,FALSE,Rx,0,8,30,0F,0A,AA,AA,AA,AA,AA
24090559,000000FD,FALSE,Rx,0,8,A5,D6,1F,80,0,0,0,0
24090793,108,FALSE,Rx,0,8,CB,11,34,D0,63,8C,0,0
24091044,104,FALSE,Rx,0,8,78,36,A6,0,E6,0,0,31
24091278,116,FALSE,Rx,0,8,E9,6,1,4,0,40,0,FF
24091528,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
24091779,392,FALSE,Rx,0,8,A4,27,FE,FE,FE,0,0,4
24092013,000000A7,FALSE,Rx,0,8,2F,DD,20,83,0,32,18,3E
24092298,000000A8,FALSE,Rx,0,8,F4,1D,BE,3E,83,64,E4,22
24092514,0000070F,FALSE,Rx,0,8,21,F3,2B,E6,2B,E7,2B,E9
24095324,0000011D,FALSE,Rx,0,8,8C,8,0,C8,0,0,0,0
24095575,86,FALSE,Rx,0,8,96,0F,1,0,0,0,0,0
24095809,0000009F,FALSE,Rx,0,8,36,3F,0,0,0,9,80,40
24095975,000003C0,FALSE,Rx,0,4,BF,0B,3,0,0,0,0,0
24099658,130,FALSE,Rx,0,8,52,89,1,0,8,0,4,0
24099925,380,FALSE,Rx,0,8,F3,3,40,0,0,0,0,FF
24100176,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
24100410,101,FALSE,Rx,0,8,9A,7,7E,0F,82,0C,40,0
24100661,106,FALSE,Rx,0,8,0F,87,64,0,0,0,FD,10
24100911,0000011E,FALSE,Rx,0,8,C7,7,0,0,0,0,0,0
24101161,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
24101412,000001AB,FALSE,Rx,0,8,D1,6,0,2,0,0,4,0
24101595,0000030D,FALSE,Rx,0,4,4,0,0,0,0,0,0,0
24101828,000002B7,FALSE,Rx,0,8,5D,3,0,0,0,0,0,FE
24102197,000000A7,FALSE,Rx,0,8,A4,DE,20,83,0,32,18,3E
24102448,000000A8,FALSE,Rx,0,8,36,1E,BE,3E,83,64,EC,22
24103410,120,FALSE,Rx,0,8,59,7,0,0,1,4,FF,1
24103865,121,FALSE,Rx,0,8,CD,D7,21,E0,19,59,7E,FE
24104183,117,FALSE,Rx,0,8,88,7,0,40,68,0,0,FF
24104502,381,FALSE,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,4F
24104769,382,FALSE,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,4F
24105037,0000048E,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
24105288,497,FALSE,Rx,0,8,0,0,0,0,46,44,0,20
24105539,86,FALSE,Rx,0,8,D4,0,1,0,0,0,0,0
24105772,0000009F,FALSE,Rx,0,8,74,30,0,0,0,9,80,40
24106022,134,FALSE,Rx,0,8,0,0,0,0,0,40,1F,7D
24106273,0000054B,FALSE,Rx,0,8,0,0,0,0,0,0,0,24
24106575,17F0000A,TRUE,Rx,0,8,0,0A,0,0,0,0,0,0
24109358,000006B4,FALSE,Rx,0,8,1,42,31,47,46,46,33,48
24110066,779,FALSE,Rx,0,8,10,18,62,2B,F0,0,0,2B
24110316,000000B2,FALSE,Rx,0,8,0,0,0,0,0,0,0,0
24110567,000000FD,FALSE,Rx,0,8,9F,D7,1F,80,0,0,0,0
24110818,104,FALSE,Rx,0,8,1C,37,A6,0,E6,0,0,31
24111035,0000070F,FALSE,Rx,0,8,30,20,0,AA,AA,AA,AA,AA
24111285,116,FALSE,Rx,0,8,8D,7,1,4,0,40,0,FF
24111536,135,FALSE,Rx,0,8,0,C0,0,0,0,0,0,0
24111787,0000018C,FALSE,Rx,0,8,0,20,59,0,0,0,0,0
24112021,000000A7,FALSE,Rx,0,8,7A,DF,20,83,0,32,18,3E
24112255,000001A2,FALSE,Rx,0,8,FD,0B,10,0,E1,6,60,0E
24112488,000000A8,FALSE,Rx,0,8,29,1F,BE,3E,83,64,F4,22
24112738,0000031B,FALSE,Rx,0,8,74,0F,0,0,0,0,0,0
24112973,40,FALSE,Rx,0,8,A8,4,0,44,C1,0,0,0
24113173,17330710,TRUE,Rx,0,3,31,CF,0,0,0,0,0,0
24113457,1B000013,TRUE,Rx,0,8,13,0,4,1,1,0,0,0
24114673,520,FALSE,Rx,0,8,7E,0B,0,8,0,0A,0,0A
24115313,0000032A,FALSE,Rx,0,8,E5,1,0,0,48,2,0,0
24115547,86,FALSE,Rx,0,8,B0,1,1,0,0,0,0,0
24115798,0000009F,FALSE,Rx,0,8,10,31,0,0,0,9,80,40
24116032,108,FALSE,Rx,0,8,67,12,34,D0,63,8C,0,0
24116265,0000011D,FALSE,Rx,0,8,E8,9,0,C8,0,0,0,0
24118149,0000030B,FALSE,Rx,0,8,10,23,2,0,0C,0,0,24
24118756,365,FALSE,Rx,0,8,C0,6,12,0,87,2,A8,7A
