Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
880162,00000118,false,Rx,1,4,00,4C,00,00,00,00,00,00,
890499,00000118,false,Rx,1,4,00,4D,00,00,00,00,00,00,
900166,00000118,false,Rx,1,4,00,4E,00,00,00,00,00,00,
910487,00000118,false,Rx,1,4,00,4F,00,00,00,00,00,00,
920134,00000118,false,Rx,1,4,00,40,00,00,00,00,00,00,
930493,00000118,false,Rx,1,4,00,41,00,00,00,00,00,00,
940118,00000118,false,Rx,1,4,00,42,00,00,00,00,00,00,
950478,00000118,false,Rx,1,4,00,43,00,00,00,00,00,00,
960119,00000118,false,Rx,1,4,00,44,00,00,00,00,00,00,
970480,00000118,false,Rx,1,4,00,45,00,00,00,00,00,00,
980108,00000118,false,Rx,1,4,00,46,00,00,00,00,00,00,
990432,00000118,false,Rx,1,4,00,47,00,00,00,00,00,00,
1000094,00000118,false,Rx,1,4,00,48,00,00,00,00,00,00,
1010417,00000118,false,Rx,1,4,00,49,00,00,00,00,00,00,
1020064,00000118,false,Rx,1,4,00,4A,00,00,00,00,00,00,
1030425,00000118,false,Rx,1,4,00,4B,00,00,00,00,00,00,
1040052,00000118,false,Rx,1,4,00,4C,00,00,00,00,00,00,
1050407,00000118,false,Rx,1,4,00,4D,00,00,00,00,00,00,
1060034,00000118,false,Rx,1,4,00,4E,00,00,00,00,00,00,
1070416,00000118,false,Rx,1,4,00,4F,00,00,00,00,00,00,
1080443,00000118,false,Rx,1,4,00,40,00,00,00,00,00,00,
1090762,00000118,false,Rx,1,4,00,41,00,00,00,00,00,00,
1100426,00000118,false,Rx,1,4,00,42,00,00,00,00,00,00,
1110748,00000118,false,Rx,1,4,00,43,00,00,00,00,00,00,
1120393,00000118,false,Rx,1,4,00,44,00,00,00,00,00,00,
1130752,00000118,false,Rx,1,4,00,45,00,00,00,00,00,00,
1140377,00000118,false,Rx,1,4,00,46,00,00,00,00,00,00,
1150739,00000118,false,Rx,1,4,00,47,00,00,00,00,00,00,
1160364,00000118,false,Rx,1,4,00,48,00,00,00,00,00,00,
1170763,00000118,false,Rx,1,4,00,49,00,00,00,00,00,00,
1180354,00000118,false,Rx,1,4,00,4A,00,00,00,00,00,00,
1190694,00000118,false,Rx,1,4,00,4B,00,00,00,00,00,00,
1200359,00000118,false,Rx,1,4,00,4C,00,00,00,00,00,00,
1210679,00000118,false,Rx,1,4,00,4D,00,00,00,00,00,00,
1220372,00000118,false,Rx,1,4,00,4E,00,00,00,00,00,00,
1230684,00000118,false,Rx,1,4,00,4F,00,00,00,00,00,00,
1240313,00000118,false,Rx,1,4,00,40,00,00,00,00,00,00,
1250672,00000118,false,Rx,1,4,00,41,00,00,00,00,00,00,
1260297,00000118,false,Rx,1,4,00,42,00,00,00,00,00,00,
1270692,00000118,false,Rx,1,4,00,43,00,00,00,00,00,00,
1280283,00000118,false,Rx,1,4,00,44,00,00,00,00,00,00,
1290622,00000118,false,Rx,1,4,00,45,00,00,00,00,00,00,
1300285,00000118,false,Rx,1,4,00,46,00,00,00,00,00,00,
1310609,00000118,false,Rx,1,4,00,47,00,00,00,00,00,00,
1320531,00000118,false,Rx,1,4,00,48,00,00,00,00,00,00,
1330570,00000118,false,Rx,1,4,00,49,00,00,00,00,00,00,
