Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
2013236,00000108,false,Rx,0,8,02,1F,D2,26,55,FE,00,00,
2015876,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
2015899,000000A7,false,Rx,0,8,53,17,20,80,FD,01,A8,3E,
2015913,000000A8,false,Rx,0,8,96,A7,FE,17,81,64,5C,0E,
2016051,00000101,false,Rx,0,8,5F,04,84,FB,A1,05,40,00,
2016064,00000106,false,Rx,0,8,5C,84,C5,04,08,00,F7,30,
2016077,0000011E,false,Rx,0,8,6B,04,00,00,00,00,00,00,
2016090,0000012E,false,Rx,0,8,85,EF,7F,00,FE,00,C0,FF,
2016103,0000011D,false,Rx,0,8,06,05,00,C8,00,00,00,00,
2026238,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
2026261,000000A7,false,Rx,0,8,1E,18,20,80,FD,01,A8,3E,
2029016,000000A8,false,Rx,0,8,C4,A8,FE,17,81,64,54,0E,
2029039,000000FD,false,Rx,0,8,2D,D4,1F,80,00,00,00,00,
2029177,00000104,false,Rx,0,8,B0,34,A6,00,E6,00,00,31,
2029191,0000011B,false,Rx,0,8,00,20,00,00,00,00,00,00,
2029204,00000116,false,Rx,0,8,D6,04,01,04,00,00,00,FF,
2029217,00000392,false,Rx,0,8,77,2D,00,00,00,00,00,04,
2029230,00000120,false,Rx,0,8,B6,04,00,00,01,04,FF,01,
2029243,00000121,false,Rx,0,8,95,04,00,00,39,5A,7E,FE,
2039383,000002B7,false,Rx,0,8,0C,03,00,00,00,00,00,00,
2039409,000003BE,false,Rx,0,8,D9,10,E6,51,C8,80,00,80,
2039423,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
2039436,000000A7,false,Rx,0,8,CE,19,20,80,FD,01,A8,3E,
2039449,000000A8,false,Rx,0,8,B6,A9,FE,17,81,64,54,0E,
2039462,00000101,false,Rx,0,8,CB,05,84,FB,A1,06,40,00,
2039475,00000106,false,Rx,0,8,38,85,C5,04,08,00,F7,30,
2039488,0000011E,false,Rx,0,8,0F,05,00,00,00,00,00,00,
2048244,000000B1,false,Rx,0,8,E0,2C,00,00,00,00,00,00,
2048273,00000086,false,Rx,0,8,FB,0C,16,20,00,00,00,00,
2052643,0000009F,false,Rx,0,8,E2,3C,0F,80,03,24,00,40,
2052782,000003C8,false,Rx,0,8,00,00,54,24,00,12,00,4A,
2052795,000000AD,false,Rx,0,8,6A,E6,BF,FF,00,14,00,00,
2052808,00000365,false,Rx,0,8,C1,C6,18,40,8E,02,AC,7A,
2052821,000003E5,false,Rx,0,8,D1,1F,00,00,00,00,00,00,
2052834,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
2052848,000000A7,false,Rx,0,8,A6,1B,20,80,FD,01,A8,3E,
2052895,00000040,false,Rx,0,8,EA,04,00,00,C1,00,00,00,
2062183,000003DB,false,Rx,0,8,50,80,00,00,04,20,01,6F,
2063593,00000108,false,Rx,0,8,24,11,D2,26,55,FE,00,00,
2063616,00000396,false,Rx,0,8,4D,09,00,11,00,00,00,00,
2063629,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
2063642,000000A7,false,Rx,0,8,19,1C,20,80,FD,01,A8,3E,
2064157,000000A8,false,Rx,0,8,72,AC,FE,17,81,64,58,0E,
2064170,000000FD,false,Rx,0,8,A5,D6,1F,80,00,00,00,00,
2064183,00000126,false,Rx,0,8,0E,3C,00,00,03,FE,07,00,
2064196,00000104,false,Rx,0,8,78,36,A6,00,E6,00,00,31,
2073669,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
2073692,000000A7,false,Rx,0,8,E9,1D,20,80,FD,01,A8,3E,
2073705,000000A8,false,Rx,0,8,59,AD,FE,17,81,64,5C,0E,
2073806,00000101,false,Rx,0,8,F3,07,84,FB,A1,05,40,00,
2073819,00000106,false,Rx,0,8,F0,87,C5,04,08,00,F7,30,
2073832,0000011E,false,Rx,0,8,C7,07,00,00,00,00,00,00,
2073845,0000012E,false,Rx,0,8,6B,E2,7F,00,FE,00,C0,FF,
2073859,0000011D,false,Rx,0,8,8C,08,00,C8,00,00,00,00,
2083736,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
2083759,000000A7,false,Rx,0,8,62,1E,20,80,FD,01,A8,3E,
2083773,000000A8,false,Rx,0,8,D3,AE,FE,17,81,64,58,0E,
2083786,000000FD,false,Rx,0,8,9F,D7,1F,80,00,00,00,00,
2083799,00000497,false,Rx,0,8,00,60,00,00,64,46,00,20,
2083812,00000104,false,Rx,0,8,1C,37,A6,00,E6,00,00,31,
2083825,00000120,false,Rx,0,8,59,07,00,00,01,04,FF,01,
2083838,00000116,false,Rx,0,8,7A,07,01,04,00,00,00,FF,
2093667,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
2093690,000000A7,false,Rx,0,8,BC,1F,20,80,FD,01,A8,3E,
2093704,000000A8,false,Rx,0,8,5C,AF,FE,17,81,64,58,0E,
2093803,00000101,false,Rx,0,8,B1,08,84,FB,A1,05,40,00,
2093816,00000106,false,Rx,0,8,B2,88,C5,04,08,00,F7,30,
2093829,0000011E,false,Rx,0,8,85,08,00,00,00,00,00,00,
2093843,0000031B,false,Rx,0,8,FE,0C,00,00,00,00,00,00,
2093856,0000012E,false,Rx,0,8,F2,E3,7F,00,FE,00,C0,FF,
2103930,00000366,false,Rx,0,8,00,00,00,00,80,03,00,00,
2103952,000003C0,false,Rx,0,4,31,02,03,00,00,00,00,00,
2103965,000000AD,false,Rx,0,8,42,EB,BF,FF,00,14,00,00,
2104063,00000365,false,Rx,0,8,C1,C6,18,40,8F,02,AC,7A,
2104077,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
2104090,000000A7,false,Rx,0,8,75,10,20,80,FD,01,A8,3E,
2104103,00000040,false,Rx,0,8,8E,05,00,00,C1,00,00,00,
2104116,000000A8,false,Rx,0,8,34,A0,FE,17,81,64,58,0E,
2114188,0000030B,false,Rx,0,8,10,04,02,00,08,00,00,00,
2114203,00000086,false,Rx,0,8,DD,02,16,20,00,00,00,00,
