Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
9930786,00000396,false,Rx,0,8,78,00,00,11,00,00,00,00,
9930799,00000120,false,Rx,0,8,56,09,00,00,01,04,FF,01,
9930812,00000121,false,Rx,0,8,ED,09,00,C0,37,57,7E,FE,
9930825,0000009F,false,Rx,0,8,FB,34,1D,80,03,12,00,40,
9934339,000003E5,false,Rx,0,8,EB,16,00,00,00,00,00,00,
9951863,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
9951897,00000101,false,Rx,0,8,6D,0A,7D,F1,A1,09,40,00,
9951912,00000106,false,Rx,0,8,76,8A,65,00,08,00,EF,10,
9951925,0000011E,false,Rx,0,8,4D,0A,00,00,00,00,00,00,
9951938,000002B7,false,Rx,0,8,55,02,00,00,00,00,00,00,
9951951,00000130,false,Rx,0,8,2E,81,2D,80,08,00,04,00,
9951964,00000380,false,Rx,0,8,5F,00,40,00,00,00,00,FF,
9951977,00000117,false,Rx,0,8,40,05,00,40,68,00,00,FF,
9962749,0000012E,false,Rx,0,8,7F,E6,7F,00,FE,00,C0,FF,
9962772,000000A7,false,Rx,0,8,BF,85,60,82,FD,25,A8,3E,
9962916,000000A8,false,Rx,0,8,61,A5,1E,D8,82,64,80,0D,
9962929,000006B4,false,Rx,0,8,00,F2,F6,7B,AC,57,56,57,
9962942,0000011D,false,Rx,0,8,33,0C,00,C8,00,00,00,00,
9962955,00000086,false,Rx,0,8,19,07,2D,20,00,00,00,00,
9962968,0000009F,false,Rx,0,8,57,37,1D,80,03,12,00,40,
9962981,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
9973441,000000AD,false,Rx,0,8,50,E1,BF,FF,8F,20,00,10,
9973467,00000117,false,Rx,0,8,EC,06,00,40,68,00,00,FF,
9973604,000000A7,false,Rx,0,8,2C,86,60,82,FD,25,A8,3E,
9973617,000000A8,false,Rx,0,8,69,A6,1E,D8,82,64,84,0D,
9973630,00000365,false,Rx,0,8,C1,C6,17,40,8F,02,AC,7A,
9973643,00000120,false,Rx,0,8,21,0B,00,00,01,04,FF,01,
9973656,00000121,false,Rx,0,8,23,0B,00,C0,37,57,7E,FE,
9973669,0000032A,false,Rx,0,8,B1,0C,00,00,44,04,00,00,
9983379,0000012E,false,Rx,0,8,6C,E7,7F,00,FE,00,C0,FF,
9983402,000000A7,false,Rx,0,8,A5,87,60,82,FD,25,A8,3E,
9983416,00000108,false,Rx,0,8,B1,1F,CF,25,54,FE,00,00,
9983429,000000A8,false,Rx,0,8,34,A7,1E,D8,82,64,88,0D,
9983442,0000011D,false,Rx,0,8,57,0D,00,C8,00,00,00,00,
9983455,00000086,false,Rx,0,8,3F,09,2D,20,00,00,00,00,
9983587,0000009F,false,Rx,0,8,C4,39,1D,80,03,13,00,40,
9983600,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
9993007,000003EC,false,Rx,0,8,C1,00,00,00,00,08,01,00,
9993031,00000117,false,Rx,0,8,88,07,00,40,68,00,00,FF,
9993045,000000A7,false,Rx,0,8,E8,88,60,82,FD,25,A8,3E,
9993058,000000A8,false,Rx,0,8,16,A8,1E,D8,82,64,88,0D,
9993071,0000011B,false,Rx,0,8,00,20,00,00,00,00,00,00,
9993084,00000120,false,Rx,0,8,FB,0C,00,00,01,04,FF,01,
9993097,00000121,false,Rx,0,8,E6,0C,00,C0,37,57,7E,FE,
9993110,0000009F,false,Rx,0,8,DD,3A,1D,80,03,12,00,40,
10003433,000002B7,false,Rx,0,8,0C,03,00,00,00,00,00,00,
10003458,0000012E,false,Rx,0,8,05,E8,7F,00,FE,00,C0,FF,
10003472,000000A7,false,Rx,0,8,38,89,60,82,FD,25,A8,3E,
10003485,000000A8,false,Rx,0,8,64,A9,1E,D8,82,64,88,0D,
10003498,0000011D,false,Rx,0,8,FB,0E,00,C8,00,00,00,00,
10003511,00000086,false,Rx,0,8,F7,0B,2D,20,00,00,00,00,
10003524,0000009F,false,Rx,0,8,B9,3B,1D,80,03,12,00,40,
10003538,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
10010896,00000117,false,Rx,0,8,CA,08,00,40,68,00,00,FF,
10010916,000000A7,false,Rx,0,8,3E,8A,60,82,FD,25,A8,3E,
10010930,000000A8,false,Rx,0,8,3B,AA,1E,D8,82,64,88,0D,
10010943,00000120,false,Rx,0,8,4B,0D,00,00,01,04,FF,01,
10010956,00000121,false,Rx,0,8,F5,0D,00,C0,37,57,7E,FE,
10010969,0000009F,false,Rx,0,8,AA,3C,1D,80,03,12,00,40,
10010982,00000086,false,Rx,0,8,E4,0C,2D,20,00,00,00,00,
10010995,000000B1,false,Rx,0,8,30,28,00,00,00,00,00,00,
10019101,000001A2,false,Rx,0,8,69,02,10,00,E1,06,80,13,
10019124,0000031B,false,Rx,0,8,B0,0B,00,00,00,38,15,00,
10019140,1B000013,true,Rx,0,8,13,00,04,01,01,00,00,00,
10019153,000003C8,false,Rx,0,8,00,00,54,24,05,12,80,4D,
10019166,000003DB,false,Rx,0,8,50,00,01,00,04,20,01,6E,
10019179,000000AD,false,Rx,0,8,BC,E6,BF,FF,8F,20,00,10,
10019192,000000A7,false,Rx,0,8,50,8B,60,82,FD,25,A8,3E,
10019205,0000012E,false,Rx,0,8,79,E9,7F,00,FE,00,C0,FF,
10028753,0000009F,false,Rx,0,8,CE,3D,1D,80,03,12,00,40,
10028767,0000011D,false,Rx,0,8,9F,0F,00,C8,00,00,00,00,
10028780,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
10028793,00000101,false,Rx,0,8,58,0E,7E,F2,A1,0B,40,00,
10028806,00000106,false,Rx,0,8,C9,8E,65,00,08,00,EF,10,
10028819,0000011E,false,Rx,0,8,F2,0E,00,00,00,00,00,00,
10028833,0000030B,false,Rx,0,8,10,03,02,00,08,00,00,00,
10028846,00000040,false,Rx,0,8,EA,04,00,00,C1,00,00,00,
10034633,00000381,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,2F,
10034655,00000382,false,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,2F,
10034669,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
10034682,000000FD,false,Rx,0,8,E6,DE,1F,80,00,00,00,00,
10034695,00000104,false,Rx,0,8,35,3E,A6,00,E6,00,02,31,
10034709,17F00072,true,Rx,0,8,00,00,00,00,00,00,00,00,
10034723,00000116,false,Rx,0,8,1D,0E,08,26,78,9F,7C,FF,
10034736,00000126,false,Rx,0,8,E0,30,00,00,03,FE,07,00,
10046783,0000011D,false,Rx,0,8,DD,00,00,C8,00,00,00,00,
10046812,00000086,false,Rx,0,8,48,0F,2D,20,00,00,00,00,
10046946,0000009F,false,Rx,0,8,06,3F,1D,80,03,12,00,40,
10046959,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
10046972,00000101,false,Rx,0,8,89,0F,7D,F1,A1,0C,40,00,
10046985,00000106,false,Rx,0,8,AD,8F,65,00,08,00,EF,10,
10046998,0000011E,false,Rx,0,8,96,0F,00,00,00,00,00,00,
10047011,000002B7,false,Rx,0,8,BC,04,00,00,00,00,00,00,
10058603,0000009F,false,Rx,0,8,44,30,1D,80,03,12,00,40,
10058630,00000086,false,Rx,0,8,0A,00,2D,20,00,00,00,00,
10058644,00000497,false,Rx,0,8,00,40,00,00,64,46,00,20,
10058752,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
10058765,000000FD,false,Rx,0,8,71,DF,1F,80,00,00,00,00,
10058778,00000104,false,Rx,0,8,51,3F,A6,00,E6,00,02,31,
10058791,00000108,false,Rx,0,8,3B,12,CF,25,54,FE,00,00,
10058805,00000116,false,Rx,0,8,79,0F,08,26,78,9F,7C,FF,
10068128,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
10068160,00000101,false,Rx,0,8,3B,00,7E,F2,A1,09,40,00,
10068176,00000106,false,Rx,0,8,EF,80,65,00,08,00,EF,10,
10072505,0000011E,false,Rx,0,8,D4,00,00,00,00,00,00,00,
10072658,0000031B,false,Rx,0,8,89,0C,00,00,00,38,15,00,
10072672,000000AD,false,Rx,0,8,94,EB,BF,FF,8F,20,00,10,
10072685,00000117,false,Rx,0,8,66,0B,00,40,68,00,00,FF,
10072698,000000A7,false,Rx,0,8,83,80,60,82,FD,25,A8,3E,
10072726,000000A8,false,Rx,0,8,9D,A0,1E,D8,82,64,78,0D,
10072739,00000365,false,Rx,0,8,C1,C6,17,40,8E,02,AC,7A,
10072752,00000120,false,Rx,0,8,3F,00,00,00,01,04,FF,01,
10083230,00000520,false,Rx,0,8,20,05,00,08,00,0A,00,00,
10083255,0000012E,false,Rx,0,8,72,EC,7F,00,FE,00,C0,FF,
10085912,000000A7,false,Rx,0,8,0B,81,60,82,FD,25,A8,3E,
10085938,00000108,false,Rx,0,8,5F,13,CF,25,54,FE,00,00,
10085952,000000A8,false,Rx,0,8,E7,A1,1E,D8,82,64,78,0D,
10085966,0000011D,false,Rx,0,8,15,02,00,C8,00,00,00,00,
10085979,00000086,false,Rx,0,8,A6,03,2D,20,00,00,00,00,
10085992,0000009F,false,Rx,0,8,5D,33,1D,80,03,13,00,40,
10086005,000000B2,false,Rx,0,8,00,00,00,00,00,00,00,00,
10086018,00000101,false,Rx,0,8,98,01,7D,F2,A1,07,40,00,
